"","removed.pct","comp.pct","management","model_type"
"1",0,1,"organic","null"
"2",0.00315457413249211,0.995310931651385,"organic","null"
"3",0.00630914826498423,0.990707276363924,"organic","null"
"4",0.00946372239747634,0.98617876883134,"organic","null"
"5",0.0126182965299685,0.981613353637756,"organic","null"
"6",0.0157728706624606,0.97703236076982,"organic","null"
"7",0.0189274447949527,0.972480878961865,"organic","null"
"8",0.0220820189274448,0.968014725136243,"organic","null"
"9",0.0252365930599369,0.963417278286254,"organic","null"
"10",0.028391167192429,0.958992401552264,"organic","null"
"11",0.0315457413249211,0.954437222611776,"organic","null"
"12",0.0347003154574132,0.949752130438694,"organic","null"
"13",0.0378548895899054,0.945029577323773,"organic","null"
"14",0.0410094637223975,0.940451884282879,"organic","null"
"15",0.0441640378548896,0.935994303268788,"organic","null"
"16",0.0473186119873817,0.931445632158582,"organic","null"
"17",0.0504731861198738,0.926844592498983,"organic","null"
"18",0.0536277602523659,0.922167415835887,"organic","null"
"19",0.056782334384858,0.917644725370687,"organic","null"
"20",0.0599369085173502,0.912934197773877,"organic","null"
"21",0.0630914826498423,0.908174509962628,"organic","null"
"22",0.0662460567823344,0.903482900286966,"organic","null"
"23",0.0694006309148265,0.898819407831556,"organic","null"
"24",0.0725552050473186,0.894251259829281,"organic","null"
"25",0.0757097791798107,0.889572467595026,"organic","null"
"26",0.0788643533123028,0.884982580130943,"organic","null"
"27",0.082018927444795,0.880201767750811,"organic","null"
"28",0.0851735015772871,0.875500146039516,"organic","null"
"29",0.0883280757097792,0.870761390991798,"organic","null"
"30",0.0914826498422713,0.865909602204398,"organic","null"
"31",0.0946372239747634,0.861097595439945,"organic","null"
"32",0.0977917981072555,0.856417759572729,"organic","null"
"33",0.100946372239748,0.851740682609977,"organic","null"
"34",0.10410094637224,0.846901259274221,"organic","null"
"35",0.107255520504732,0.842151257356982,"organic","null"
"36",0.110410094637224,0.837397127064608,"organic","null"
"37",0.113564668769716,0.832502517450005,"organic","null"
"38",0.116719242902208,0.827612914615286,"organic","null"
"39",0.1198738170347,0.8226996827873,"organic","null"
"40",0.123028391167192,0.817782572319526,"organic","null"
"41",0.126182965299685,0.81282160474321,"organic","null"
"42",0.129337539432177,0.807749835111362,"organic","null"
"43",0.132492113564669,0.802901090021556,"organic","null"
"44",0.135646687697161,0.797850466938988,"organic","null"
"45",0.138801261829653,0.79286135609248,"organic","null"
"46",0.141955835962145,0.787770556688561,"organic","null"
"47",0.145110410094637,0.782648050363521,"organic","null"
"48",0.148264984227129,0.777528739894285,"organic","null"
"49",0.151419558359621,0.772260938220238,"organic","null"
"50",0.154574132492114,0.767123192357526,"organic","null"
"51",0.157728706624606,0.761928969984221,"organic","null"
"52",0.160883280757098,0.756602348351006,"organic","null"
"53",0.16403785488959,0.75117516371859,"organic","null"
"54",0.167192429022082,0.745755969308877,"organic","null"
"55",0.170347003154574,0.74044709414208,"organic","null"
"56",0.173501577287066,0.735065026327428,"organic","null"
"57",0.176656151419558,0.729498409622027,"organic","null"
"58",0.17981072555205,0.723969675042599,"organic","null"
"59",0.182965299684543,0.718323868836436,"organic","null"
