"","type","measure","comp.size","comp.pct","removed.pct","management"
"173","Targeted vertex attack","degree",18,0.0569620253164557,0.542586750788643,"organic"
"174","Targeted vertex attack","degree",18,0.0569620253164557,0.545741324921136,"organic"
"175","Targeted vertex attack","degree",18,0.0569620253164557,0.548895899053628,"organic"
"176","Targeted vertex attack","degree",18,0.0569620253164557,0.55205047318612,"organic"
"177","Targeted vertex attack","degree",18,0.0569620253164557,0.555205047318612,"organic"
"178","Targeted vertex attack","degree",17,0.0537974683544304,0.558359621451104,"organic"
"179","Targeted vertex attack","degree",12,0.0379746835443038,0.561514195583596,"organic"
"180","Targeted vertex attack","degree",12,0.0379746835443038,0.564668769716088,"organic"
"181","Targeted vertex attack","degree",9,0.0284810126582278,0.56782334384858,"organic"
"182","Targeted vertex attack","degree",9,0.0284810126582278,0.570977917981073,"organic"
"183","Targeted vertex attack","degree",9,0.0284810126582278,0.574132492113565,"organic"
"184","Targeted vertex attack","degree",9,0.0284810126582278,0.577287066246057,"organic"
"185","Targeted vertex attack","degree",8,0.0253164556962025,0.580441640378549,"organic"
"186","Targeted vertex attack","degree",8,0.0253164556962025,0.583596214511041,"organic"
"187","Targeted vertex attack","degree",8,0.0253164556962025,0.586750788643533,"organic"
"188","Targeted vertex attack","degree",8,0.0253164556962025,0.589905362776025,"organic"
"189","Targeted vertex attack","degree",7,0.0221518987341772,0.593059936908517,"organic"
"190","Targeted vertex attack","degree",7,0.0221518987341772,0.596214511041009,"organic"
"191","Targeted vertex attack","degree",7,0.0221518987341772,0.599369085173502,"organic"
"192","Targeted vertex attack","degree",6,0.0189873417721519,0.602523659305994,"organic"
"193","Targeted vertex attack","degree",6,0.0189873417721519,0.605678233438486,"organic"
"194","Targeted vertex attack","degree",6,0.0189873417721519,0.608832807570978,"organic"
"195","Targeted vertex attack","degree",6,0.0189873417721519,0.61198738170347,"organic"
"196","Targeted vertex attack","degree",6,0.0189873417721519,0.615141955835962,"organic"
"197","Targeted vertex attack","degree",6,0.0189873417721519,0.618296529968454,"organic"
"198","Targeted vertex attack","degree",6,0.0189873417721519,0.621451104100946,"organic"
"199","Targeted vertex attack","degree",6,0.0189873417721519,0.624605678233438,"organic"
"200","Targeted vertex attack","degree",6,0.0189873417721519,0.627760252365931,"organic"
"201","Targeted vertex attack","degree",5,0.0158227848101266,0.630914826498423,"organic"
"202","Targeted vertex attack","degree",5,0.0158227848101266,0.634069400630915,"organic"
"203","Targeted vertex attack","degree",5,0.0158227848101266,0.637223974763407,"organic"
"204","Targeted vertex attack","degree",5,0.0158227848101266,0.640378548895899,"organic"
"205","Targeted vertex attack","degree",5,0.0158227848101266,0.643533123028391,"organic"
"206","Targeted vertex attack","degree",5,0.0158227848101266,0.646687697160883,"organic"
"207","Targeted vertex attack","degree",5,0.0158227848101266,0.649842271293375,"organic"
"208","Targeted vertex attack","degree",5,0.0158227848101266,0.652996845425867,"organic"
"209","Targeted vertex attack","degree",5,0.0158227848101266,0.65615141955836,"organic"
"210","Targeted vertex attack","degree",5,0.0158227848101266,0.659305993690852,"organic"
"211","Targeted vertex attack","degree",5,0.0158227848101266,0.662460567823344,"organic"
"212","Targeted vertex attack","degree",5,0.0158227848101266,0.665615141955836,"organic"
"213","Targeted vertex attack","degree",5,0.0158227848101266,0.668769716088328,"organic"
"214","Targeted vertex attack","degree",5,0.0158227848101266,0.67192429022082,"organic"
"215","Targeted vertex attack","degree",5,0.0158227848101266,0.675078864353312,"organic"
"216","Targeted vertex attack","degree",5,0.0158227848101266,0.678233438485804,"organic"
"217","Targeted vertex attack","degree",5,0.0158227848101266,0.681388012618297,"organic"
"218","Targeted vertex attack","degree",5,0.0158227848101266,0.684542586750789,"organic"
"219","Targeted vertex attack","degree",5,0.0158227848101266,0.687697160883281,"organic"
"220","Targeted vertex attack","degree",4,0.0126582278481013,0.690851735015773,"organic"
"221","Targeted vertex attack","degree",4,0.0126582278481013,0.694006309148265,"organic"
"222","Targeted vertex attack","degree",4,0.0126582278481013,0.697160883280757,"organic"
"223","Targeted vertex attack","degree",4,0.0126582278481013,0.700315457413249,"organic"
"224","Targeted vertex attack","degree",4,0.0126582278481013,0.703470031545741,"organic"
"225","Targeted vertex attack","degree",4,0.0126582278481013,0.706624605678233,"organic"
"226","Targeted vertex attack","degree",4,0.0126582278481013,0.709779179810726,"organic"
"227","Targeted vertex attack","degree",4,0.0126582278481013,0.712933753943218,"organic"
"228","Targeted vertex attack","degree",4,0.0126582278481013,0.71608832807571,"organic"
"229","Targeted vertex attack","degree",4,0.0126582278481013,0.719242902208202,"organic"
"230","Targeted vertex attack","degree",4,0.0126582278481013,0.722397476340694,"organic"
"231","Targeted vertex attack","degree",4,0.0126582278481013,0.725552050473186,"organic"
"232","Targeted vertex attack","degree",4,0.0126582278481013,0.728706624605678,"organic"
"233","Targeted vertex attack","degree",4,0.0126582278481013,0.73186119873817,"organic"
"234","Targeted vertex attack","degree",4,0.0126582278481013,0.735015772870662,"organic"
"235","Targeted vertex attack","degree",4,0.0126582278481013,0.738170347003155,"organic"
"236","Targeted vertex attack","degree",4,0.0126582278481013,0.741324921135647,"organic"
"237","Targeted vertex attack","degree",4,0.0126582278481013,0.744479495268139,"organic"
"238","Targeted vertex attack","degree",4,0.0126582278481013,0.747634069400631,"organic"
"239","Targeted vertex attack","degree",4,0.0126582278481013,0.750788643533123,"organic"
"240","Targeted vertex attack","degree",3,0.00949367088607595,0.753943217665615,"organic"
"241","Targeted vertex attack","degree",3,0.00949367088607595,0.757097791798107,"organic"
"242","Targeted vertex attack","degree",3,0.00949367088607595,0.760252365930599,"organic"
"243","Targeted vertex attack","degree",3,0.00949367088607595,0.763406940063092,"organic"
"244","Targeted vertex attack","degree",3,0.00949367088607595,0.766561514195584,"organic"
"245","Targeted vertex attack","degree",3,0.00949367088607595,0.769716088328076,"organic"
"246","Targeted vertex attack","degree",3,0.00949367088607595,0.772870662460568,"organic"
"247","Targeted vertex attack","degree",3,0.00949367088607595,0.77602523659306,"organic"
"248","Targeted vertex attack","degree",3,0.00949367088607595,0.779179810725552,"organic"
"249","Targeted vertex attack","degree",3,0.00949367088607595,0.782334384858044,"organic"
"250","Targeted vertex attack","degree",3,0.00949367088607595,0.785488958990536,"organic"
"251","Targeted vertex attack","degree",2,0.00632911392405063,0.788643533123028,"organic"
"252","Targeted vertex attack","degree",2,0.00632911392405063,0.79179810725552,"organic"
"253","Targeted vertex attack","degree",2,0.00632911392405063,0.794952681388013,"organic"
"254","Targeted vertex attack","degree",2,0.00632911392405063,0.798107255520505,"organic"
"255","Targeted vertex attack","degree",2,0.00632911392405063,0.801261829652997,"organic"
"256","Targeted vertex attack","degree",2,0.00632911392405063,0.804416403785489,"organic"
"257","Targeted vertex attack","degree",2,0.00632911392405063,0.807570977917981,"organic"
"258","Targeted vertex attack","degree",2,0.00632911392405063,0.810725552050473,"organic"
"259","Targeted vertex attack","degree",2,0.00632911392405063,0.813880126182965,"organic"
"260","Targeted vertex attack","degree",2,0.00632911392405063,0.817034700315457,"organic"
"261","Targeted vertex attack","degree",2,0.00632911392405063,0.82018927444795,"organic"
"262","Targeted vertex attack","degree",2,0.00632911392405063,0.823343848580442,"organic"
"263","Targeted vertex attack","degree",2,0.00632911392405063,0.826498422712934,"organic"
"264","Targeted vertex attack","degree",2,0.00632911392405063,0.829652996845426,"organic"
"265","Targeted vertex attack","degree",2,0.00632911392405063,0.832807570977918,"organic"
"266","Targeted vertex attack","degree",2,0.00632911392405063,0.83596214511041,"organic"
"267","Targeted vertex attack","degree",2,0.00632911392405063,0.839116719242902,"organic"
"268","Targeted vertex attack","degree",2,0.00632911392405063,0.842271293375394,"organic"
"269","Targeted vertex attack","degree",2,0.00632911392405063,0.845425867507886,"organic"
"270","Targeted vertex attack","degree",2,0.00632911392405063,0.848580441640378,"organic"
"271","Targeted vertex attack","degree",2,0.00632911392405063,0.851735015772871,"organic"
"272","Targeted vertex attack","degree",2,0.00632911392405063,0.854889589905363,"organic"
"273","Targeted vertex attack","degree",2,0.00632911392405063,0.858044164037855,"organic"
"274","Targeted vertex attack","degree",2,0.00632911392405063,0.861198738170347,"organic"
"275","Targeted vertex attack","degree",2,0.00632911392405063,0.864353312302839,"organic"
"276","Targeted vertex attack","degree",2,0.00632911392405063,0.867507886435331,"organic"
"277","Targeted vertex attack","degree",2,0.00632911392405063,0.870662460567823,"organic"
"278","Targeted vertex attack","degree",2,0.00632911392405063,0.873817034700315,"organic"
"279","Targeted vertex attack","degree",2,0.00632911392405063,0.876971608832808,"organic"
"280","Targeted vertex attack","degree",2,0.00632911392405063,0.8801261829653,"organic"
"281","Targeted vertex attack","degree",2,0.00632911392405063,0.883280757097792,"organic"
"282","Targeted vertex attack","degree",2,0.00632911392405063,0.886435331230284,"organic"
"283","Targeted vertex attack","degree",2,0.00632911392405063,0.889589905362776,"organic"
"284","Targeted vertex attack","degree",2,0.00632911392405063,0.892744479495268,"organic"
"285","Targeted vertex attack","degree",2,0.00632911392405063,0.89589905362776,"organic"
"286","Targeted vertex attack","degree",2,0.00632911392405063,0.899053627760252,"organic"
"287","Targeted vertex attack","degree",2,0.00632911392405063,0.902208201892744,"organic"
"288","Targeted vertex attack","degree",2,0.00632911392405063,0.905362776025237,"organic"
"289","Targeted vertex attack","degree",2,0.00632911392405063,0.908517350157729,"organic"
"290","Targeted vertex attack","degree",2,0.00632911392405063,0.911671924290221,"organic"
"291","Targeted vertex attack","degree",2,0.00632911392405063,0.914826498422713,"organic"
"292","Targeted vertex attack","degree",2,0.00632911392405063,0.917981072555205,"organic"
"293","Targeted vertex attack","degree",2,0.00632911392405063,0.921135646687697,"organic"
"294","Targeted vertex attack","degree",2,0.00632911392405063,0.924290220820189,"organic"
"295","Targeted vertex attack","degree",2,0.00632911392405063,0.927444794952681,"organic"
"296","Targeted vertex attack","degree",2,0.00632911392405063,0.930599369085173,"organic"
"297","Targeted vertex attack","degree",1,0.00316455696202532,0.933753943217666,"organic"
"298","Targeted vertex attack","degree",1,0.00316455696202532,0.936908517350158,"organic"
"299","Targeted vertex attack","degree",1,0.00316455696202532,0.94006309148265,"organic"
"300","Targeted vertex attack","degree",1,0.00316455696202532,0.943217665615142,"organic"
"301","Targeted vertex attack","degree",1,0.00316455696202532,0.946372239747634,"organic"
"302","Targeted vertex attack","degree",1,0.00316455696202532,0.949526813880126,"organic"
"303","Targeted vertex attack","degree",1,0.00316455696202532,0.952681388012618,"organic"
"304","Targeted vertex attack","degree",1,0.00316455696202532,0.95583596214511,"organic"
"305","Targeted vertex attack","degree",1,0.00316455696202532,0.958990536277602,"organic"
"306","Targeted vertex attack","degree",1,0.00316455696202532,0.962145110410095,"organic"
"307","Targeted vertex attack","degree",1,0.00316455696202532,0.965299684542587,"organic"
"308","Targeted vertex attack","degree",1,0.00316455696202532,0.968454258675079,"organic"
"309","Targeted vertex attack","degree",1,0.00316455696202532,0.971608832807571,"organic"
"310","Targeted vertex attack","degree",1,0.00316455696202532,0.974763406940063,"organic"
"311","Targeted vertex attack","degree",1,0.00316455696202532,0.977917981072555,"organic"
"312","Targeted vertex attack","degree",1,0.00316455696202532,0.981072555205047,"organic"
"313","Targeted vertex attack","degree",1,0.00316455696202532,0.984227129337539,"organic"
"314","Targeted vertex attack","degree",1,0.00316455696202532,0.987381703470032,"organic"
"315","Targeted vertex attack","degree",1,0.00316455696202532,0.990536277602524,"organic"
"316","Targeted vertex attack","degree",1,0.00316455696202532,0.993690851735016,"organic"
"317","Targeted vertex attack","degree",1,0.00316455696202532,0.996845425867508,"organic"
"318","Targeted vertex attack","degree",0,0,1,"organic"
"319","Targeted vertex attack","degree",316,1,0,"conventional"
"320","Targeted vertex attack","degree",315,0.996835443037975,0.00315457413249211,"conventional"
"321","Targeted vertex attack","degree",314,0.993670886075949,0.00630914826498423,"conventional"
"322","Targeted vertex attack","degree",313,0.990506329113924,0.00946372239747634,"conventional"
"323","Targeted vertex attack","degree",312,0.987341772151899,0.0126182965299685,"conventional"
"324","Targeted vertex attack","degree",311,0.984177215189873,0.0157728706624606,"conventional"
"325","Targeted vertex attack","degree",310,0.981012658227848,0.0189274447949527,"conventional"
"326","Targeted vertex attack","degree",309,0.977848101265823,0.0220820189274448,"conventional"
"327","Targeted vertex attack","degree",308,0.974683544303797,0.0252365930599369,"conventional"
"328","Targeted vertex attack","degree",307,0.971518987341772,0.028391167192429,"conventional"
"329","Targeted vertex attack","degree",306,0.968354430379747,0.0315457413249211,"conventional"
"330","Targeted vertex attack","degree",305,0.965189873417722,0.0347003154574132,"conventional"
"331","Targeted vertex attack","degree",304,0.962025316455696,0.0378548895899054,"conventional"
"332","Targeted vertex attack","degree",303,0.958860759493671,0.0410094637223975,"conventional"
"333","Targeted vertex attack","degree",302,0.955696202531646,0.0441640378548896,"conventional"
"334","Targeted vertex attack","degree",301,0.95253164556962,0.0473186119873817,"conventional"
"335","Targeted vertex attack","degree",300,0.949367088607595,0.0504731861198738,"conventional"
"336","Targeted vertex attack","degree",299,0.94620253164557,0.0536277602523659,"conventional"
"337","Targeted vertex attack","degree",298,0.943037974683544,0.056782334384858,"conventional"
"338","Targeted vertex attack","degree",297,0.939873417721519,0.0599369085173502,"conventional"
"339","Targeted vertex attack","degree",296,0.936708860759494,0.0630914826498423,"conventional"
"340","Targeted vertex attack","degree",295,0.933544303797468,0.0662460567823344,"conventional"
"341","Targeted vertex attack","degree",294,0.930379746835443,0.0694006309148265,"conventional"
"342","Targeted vertex attack","degree",293,0.927215189873418,0.0725552050473186,"conventional"
"343","Targeted vertex attack","degree",292,0.924050632911392,0.0757097791798107,"conventional"
"344","Targeted vertex attack","degree",291,0.920886075949367,0.0788643533123028,"conventional"
"345","Targeted vertex attack","degree",290,0.917721518987342,0.082018927444795,"conventional"
"346","Targeted vertex attack","degree",289,0.914556962025316,0.0851735015772871,"conventional"
"347","Targeted vertex attack","degree",288,0.911392405063291,0.0883280757097792,"conventional"
"348","Targeted vertex attack","degree",287,0.908227848101266,0.0914826498422713,"conventional"
"349","Targeted vertex attack","degree",286,0.905063291139241,0.0946372239747634,"conventional"
"350","Targeted vertex attack","degree",284,0.89873417721519,0.0977917981072555,"conventional"
"351","Targeted vertex attack","degree",283,0.895569620253165,0.100946372239748,"conventional"
